,Authors,Title,Year,EID,DOI,drone_name
354,Cai X.; Win L.S.T.; Suhadi B.L.; Bhardwaj H.; Foong S.,A Self-Rotary Aerial Robot with Passive Compliant Variable-Pitch Wings,2023,2-s2.0-85161027989,10.1109/LRA.2023.3280827,Bitcraze Crazyflie
355,Huang S.; Zhang H.; Huang Z.,E2Coop: Energy Efficient and Cooperative Obstacle Detection and Avoidance for UAV Swarms,2021,2-s2.0-85124664044,10.1609/icaps.v31i1.16012,Bitcraze Crazyflie
356,Pfeiffer S.; Munaro V.; Li S.; Rizzo A.; de Croon G.C.H.E.,Three-dimensional relative localization and synchronized movement with wireless ranging,2023,2-s2.0-85143235124,10.1007/s11721-022-00221-0,Bitcraze Crazyflie
357,Lindqvist B.; Sopasakis P.; Nikolakopoulos G.,A Scalable Distributed Collision Avoidance Scheme for Multi-agent UAV systems,2021,2-s2.0-85124361275,10.1109/IROS51168.2021.9636293,Bitcraze Crazyflie
358,Cui K.; Li M.; Fabian C.; Koeppl H.,Scalable Task-Driven Robotic Swarm Control via Collision Avoidance and Learning Mean-Field Control,2023,2-s2.0-85168705848,10.1109/ICRA48891.2023.10161498,Bitcraze Crazyflie
359,Mao K.; Welde J.; Hsieh M.A.; Kumar V.,Trajectory Planning for the Bidirectional Quadrotor as a Differentially Flat Hybrid System,2023,2-s2.0-85168680947,10.1109/ICRA48891.2023.10160320,Bitcraze Crazyflie
360,Habas B.; Langelaan J.W.; Cheng B.,Inverted Landing in a Small Aerial Robot via Deep Reinforcement Learning for Triggering and Control of Rotational Maneuvers,2023,2-s2.0-85168675342,10.1109/ICRA48891.2023.10160376,Bitcraze Crazyflie
361,Lee S.; Shahzaad B.; Alkouz B.; Lakhdari A.; Bouguettaya A.,Autonomous Delivery of Multiple Packages Using Single Drone in Urban Airspace,2022,2-s2.0-85158970431,10.1145/3544793.3560330,Bitcraze Crazyflie
362,Ames A.; Wang N.; Sanfelice R.G.,A Set-based Motion Planning Algorithm for Aerial Vehicles in the Presence of Obstacles Exhibiting Hybrid Dynamics,2022,2-s2.0-85144592140,10.1109/CCTA49430.2022.9966087,Bitcraze Crazyflie
363,Serpiva V.; Karmanova E.; Fedoseev A.; Perminov S.; Tsetserukou D.,DronePaint: Swarm Light Painting with DNN-based Gesture Recognition,2021,2-s2.0-85112840955,10.1145/3450550.3465349,Bitcraze Crazyflie
364,Long T.; Cao Y.; Xu G.; Meng Z.; Sun J.; Wang Z.,Real-time multi-quadrotor trajectory generation via distributed receding architecture and hierarchical planning in complex environments,2023,2-s2.0-85145187730,10.1016/j.isatra.2022.11.017,Bitcraze Crazyflie
365,Bai S.; Ding R.; Chirarattananon P.,A Micro Aircraft with Passive Variable-Sweep Wings,2022,2-s2.0-85124721635,10.1109/LRA.2022.3149034,Bitcraze Crazyflie
366,Riviere B.; Honig W.; Anderson M.; Chung S.-J.,Neural Tree Expansion for Multi-Robot Planning in Non-Cooperative Environments,2021,2-s2.0-85110815172,10.1109/LRA.2021.3096758,Bitcraze Crazyflie
367,Hsiao Y.-H.; Bai S.; Zhou Y.; Jia H.; Ding R.; Chen Y.; Wang Z.; Chirarattananon P.,Energy efficient perching and takeoff of a miniature rotorcraft,2023,2-s2.0-85173252079,10.1038/s44172-023-00087-y,Bitcraze Crazyflie
368,Funada R.; Santos M.; Maniwa R.; Yamauchi J.; Fujita M.; Sampei M.; Egerstedt M.,Distributed Coverage Hole Prevention for Visual Environmental Monitoring With Quadcopters Via Nonsmooth Control Barrier Functions,2024,2-s2.0-85181581818,10.1109/TRO.2023.3347132,Bitcraze Crazyflie
369,Dorzhieva E.; Baza A.; Gupta A.; Fedoseev A.; Cabrera M.A.; Karmanova E.; Tsetserukou D.,DroneARchery: Human-Drone Interaction through Augmented Reality with Haptic Feedback and Multi-UAV Collision Avoidance Driven by Deep Reinforcement Learning,2022,2-s2.0-85146430913,10.1109/ISMAR55827.2022.00042,Bitcraze Crazyflie
370,Yildirim E.; Yucelen T.; Ristevski S.,Application of a distributed control approach to an aerial swarm with a misbehaving vehicle,2021,2-s2.0-85100310226,,Bitcraze Crazyflie
371,Duruisseaux V.; Duong T.; Leok M.; Atanasov N.,Lie Group Forced Variational Integrator Networks for Learning and Control of Robot Systems,2023,2-s2.0-85172932562,,Bitcraze Crazyflie
372,Du D.; Han S.; Qi N.; Ammar H.B.; Wang J.; Pan W.,Reinforcement Learning for Safe Robot Control using Control Lyapunov Barrier Functions,2023,2-s2.0-85168704233,10.1109/ICRA48891.2023.10160991,Bitcraze Crazyflie
373,Zigelman R.; Eitan O.; Mazar O.; Weiss A.; Yovel Y.,A bio-mimetic miniature drone for real-time audio based short-range tracking,2022,2-s2.0-85126312895,10.1371/journal.pcbi.1009936,Bitcraze Crazyflie
374,Mandal S.; Bhattacharya S.,Relay Pursuit for Multirobot Target Tracking on Tile Graphs,2023,2-s2.0-85168703224,10.1109/ICRA48891.2023.10161532,Bitcraze Crazyflie
375,Wu Y.; Li J.; Dai H.; Yi X.; Wang Y.; Yang X.,MicROS.BT: An Event-Driven Behavior Tree Framework for Swarm Robots,2021,2-s2.0-85124342424,10.1109/IROS51168.2021.9636460,Bitcraze Crazyflie
376,Izadi M.; Faieghi R.,High-gain disturbance observer for robust trajectory tracking of quadrotors,2024,2-s2.0-85185193370,10.1016/j.conengprac.2024.105854,Bitcraze Crazyflie
377,Chee K.Y.; Hsieh M.A.,LEARNEST: LEARNing Enhanced Model-based State ESTimation for Robots using Knowledge-based Neural Ordinary Differential Equations,2023,2-s2.0-85168675679,10.1109/ICRA48891.2023.10161211,Bitcraze Crazyflie
378,Chu T.S.; Chua A.; Sybingco E.; Roque M.A.,A PERFORMANCE ANALYSIS ON DRONE LOCO POSITIONING SYSTEM FOR TWO-WAY RANGING PROTOCOL,2022,2-s2.0-85139086585,10.11113/AEJ.V12.17487,Bitcraze Crazyflie
379,Jayarajah K.; Gangopadhyay A.; Waytowich N.,"TagTeam: TowardsWearable-Assisted, Implicit Guidance for Human-Drone Teams",2022,2-s2.0-85141790385,10.1145/3556560.3560715,Bitcraze Crazyflie
380,Chang F.; Kang J.P.; Huang S.R.N.; Zhao G.L.,Quadrotors’ double-loop controller design with tensor product model transformation and partial fully actuated method,2024,2-s2.0-85194071283,10.1016/j.isatra.2024.05.023,Parrot Mambo
381,Wang F.; Huang J.; Low K.H.; Nie Z.; Hu T.,AGDS: adaptive goal-directed strategy for swarm drones flying through unknown environments,2023,2-s2.0-85141376599,10.1007/s40747-022-00900-9,DJI Tello
382,Biswal B.,IDARE - Intelligently Denying Authorization of Rogue-drone Entry,2023,2-s2.0-85159787854,10.1109/SoutheastCon51012.2023.10115125,DJI Tello
383,Khadhraoui A.; Saad M.,Barrier Lyapunov Function Based Trajectory Tracking Controller of a Quadrotor UAV,2023,2-s2.0-85177474851,10.1109/CCECE58730.2023.10289068,Parrot Mambo
384,Rodriguez A.A.; Davis M.; Zander J.; Nazario Dejesus E.; Shekaramiz M.; Memari M.; Masoum M.A.S.,Deep Learning for Indoor Pedestal Fan Blade Inspection: Utilizing Low-Cost Autonomous Drones in an Educational Setting,2024,2-s2.0-85199624827,10.3390/drones8070298,DJI Tello
385,Rodriguez A.A.; Shekaramiz M.; Masoum M.A.S.,Computer Vision-Based Path Planning with Indoor Low-Cost Autonomous Drones: An Educational Surrogate Project for Autonomous Wind Farm Navigation,2024,2-s2.0-85191697364,10.3390/drones8040154,DJI Tello
386,Aizelman I.; Magazinnik D.; Feldman D.; Klein I.,Quadrotor with wheels: design and experimental evaluation,2024,2-s2.0-85197668477,10.1038/s41598-024-66396-0,DJI Tello
387,Carpenter W.; Omodara P.; Babiceanu R.; Kandel L.N.,An Extended Study of the Applications of Using Gesture Control to Pilot UAVs,2023,2-s2.0-85190112314,10.1109/ICMLA58977.2023.00265,DJI Tello
388,Sahebsara F.; Snellgrove M.; De Queiroz M.,A Low-Cost Experimental Testbed for Decentralized Control of Multi-UAV Systems,2024,2-s2.0-85204780893,10.1109/CCTA60707.2024.10666654,Parrot Mambo
389,Yousuf B.; Herzal R.; Lendek Z.; Buşoniu L.,Multi-agent active multi-target search with intermittent measurements,2024,2-s2.0-85204087528,10.1016/j.conengprac.2024.106094,Parrot Mambo
390,Junior L.B.; Berger G.S.; Júnior A.O.; Braun J.; Wehrmeister M.A.; Pinto M.F.; Lima J.,A Comparison of Fiducial Markers Pose Estimation for UAVs Indoor Precision Landing,2024,2-s2.0-85207633377,10.1007/978-3-031-53025-8_2,DJI Tello
391,De Silva S.C.; Phlernjai M.,Development and Evaluation of Inverted Docking Station for Small Quadrotor UAV,2023,2-s2.0-85170821474,10.1109/ICMA57826.2023.10215697,DJI Tello
392,Brahim K.S.; Hajjaji A.E.; Terki N.; Alabazares D.L.,Finite Time Adaptive SMC for UAV Trajectory Tracking Under Unknown Disturbances and Actuators Constraints,2023,2-s2.0-85163568808,10.1109/ACCESS.2023.3291347,Parrot Mambo
393,Amiri M.S.; Ramli R.; Zaidi I.E.; Van M.,PID CONTROLLER FOR UNMANNED AERIAL VEHICLE IN CLOSED ENVIRONMENT USING FIDUCIAL MARKER SYSTEMS,2024,2-s2.0-85203281862,,DJI Tello
394,Zhang C.; Hammami O.,DITER: Digital twin system for energy consumption estimation and management in mobile robots,2024,2-s2.0-85216110662,10.1109/ICMRA62519.2024.10809092,DJI Tello
395,Baharuddin A.; Mohd Basri M.A.,Self-Tuning PID Controller for Quadcopter using Fuzzy Logic,2023,2-s2.0-85184436598,10.31763/ijrcs.v3i4.1127,DJI Tello
396,Azid S.I.; Ali S.A.; Kumar M.; Cirrincione M.; Fagiolini A.,Precise Trajectory Tracking of Multi-Rotor UAVs Using Wind Disturbance Rejection Approach,2023,2-s2.0-85168681083,10.1109/ACCESS.2023.3308297,Parrot Mambo
397,Aziz Lone A.; Nemati H.; Zhu Q.; Mercorelli P.; Narayan P.,U-model-based dynamic inversion control for quadrotor UAV systems,2024,2-s2.0-85189596142,10.1016/B978-0-32-395207-1.00025-1,Parrot Mambo
398,Cheng X.; Liang X.; Li X.; Liu Z.; Tan H.,Autonomous Landing Strategy for Micro-UAV with Mirrored Field-of-View Expansion,2024,2-s2.0-85208797699,10.3390/s24216889,DJI Tello
399,Ranganathan N.; Puri R.; Patel S.; Sudhanva M.; Sandesh B.J.,Near Real-Time Crime Detection Using Intelligent Drone Capture and CNN’s,2023,2-s2.0-85164683360,10.1007/978-981-99-0838-7_72,DJI Tello
400,Rosmadi N.H.B.; Bingi K.; Devan P.A.M.; Korah R.; Kumar G.; Prusty B.R.; Omar M.,Fractional-Order Control Algorithm for Tello EDU Quadrotor Drone Safe Landing during Disturbance on Propeller,2024,2-s2.0-85207653790,10.3390/drones8100566,DJI Tello
401,Chung K.-H.; Ahn H.-J.,Frequency Domain Identification and Model-based Disturbance Observer for a Mini Drone; [소형 드론을 위한 주파수 영역 식별과 모델 기반 외란 관측기],2023,2-s2.0-85163452747,10.7736/JKSPE.022.134,Parrot Mambo
402,Wolf D.; Mamchenko M.; Jharko E.,Control of Unmanned Vehicles in Smart Cities Using a Multi-Modal Brain–Computer Interface †,2023,2-s2.0-85180431302,10.3390/engproc2023033043,DJI Tello
403,Vostinar P.,Using Drones in Teaching Computer Science,2023,2-s2.0-85164935168,10.23919/MIPRO57284.2023.10159850,DJI Tello
404,Kasraoui A.; Bingi K.; Ibrahim R.; Omar M.; Devan P.A.M.; Prusty B.R.,Tracking Control of Tello EDU Quadrotor Drone Using Image Thresholding,2023,2-s2.0-85186981998,10.1109/I-PACT58649.2023.10434743,DJI Tello
405,Shi J.,Modeling Design of Intelligent Agricultural Plant Protection UAV,2023,2-s2.0-85164265695,10.1109/ICDCECE57866.2023.10150498,Syma x27 Ladybug
406,Jennings J.; Wernke S.; Berquist S.; Macqueen F.G.; Robbins N.; Spence-Morrow G.; Zimmer-Dauphinee J.R.,SYSTEMATIC AERIAL IMAGING AND DOCUMENTATION OF THE ARCHAEOLOGICAL SITE OF HUARI: AN UPDATE AND PERSPECTIVES FOR THE FUTURE; [IMÁGENES AÉREAS SISTEMÁTICAS Y DOCUMENTACIÓN DEL SITIO ARQUEOLÓGICO DE HUARI: UNA ACTUALIZACIÓN Y PERSPECTIVAS PARA EL FUTURO],2024,2-s2.0-85204773946,10.4067/s0717-73562024005000101,DJI Tello
407,Ul Islam S.; Schirinzi G.; Maqsood S.,A Light Weight CNN Based Architecture for the Detection of Early and Late Blight Disease in Tomato Plants in Real-Time Environment,2024,2-s2.0-85204902080,10.1109/IGARSS53475.2024.10640870,DJI Tello
408,Khadraoui S.; Fareh R.; Baziyad M.; Bakr Elbeltagy M.; Bettayeb M.,A Comprehensive Review and Applications of Active Disturbance Rejection Control for Unmanned Aerial Vehicles,2024,2-s2.0-85211239602,10.1109/ACCESS.2024.3510557,Parrot Mambo
409,Fakhrurroja H.; Pramesti D.; Hidayatullah A.R.; Fashihullisan A.A.; Bangkit H.; Ismail N.,Automated License Plate Detection and Recognition using YOLOv8 and OCR with Tello Drone Camera,2023,2-s2.0-85175970844,10.1109/IC3INA60834.2023.10285750,DJI Tello
410,Huang J.; Wang F.; Hu T.,CoFlyers: A Universal Platform for Collective Flying of Swarm Drones,2023,2-s2.0-85182524922,10.1109/IROS55552.2023.10342485,DJI Tello
411,Khoza N.; Owolawi P.; Malele V.,Drone Gesture Control using OpenCV and Tello,2024,2-s2.0-85192268722,10.1109/ICTAS59620.2024.10507111,DJI Tello
412,Hoang M.L.; Carratù M.; Paciello V.; Pietrosanto A.,Fusion Filters between the No Motion No Integration Technique and Kalman Filter in Noise Optimization on a 6DoF Drone for Orientation Tracking,2023,2-s2.0-85164038715,10.3390/s23125603,Parrot Mambo
413,Iskandar M.; Bingi K.; Rajanarayan Prusty B.; Omar M.; Ibrahim R.,Artificial Intelligence-Based Human Gesture Tracking Control Techniques of Tello EDU Quadrotor Drone,2023,2-s2.0-85181541922,10.1049/icp.2023.1770,DJI Tello
414,Sattar F.; Nawaz M.,Developing Computational Thinking in STEM Education with Drones,2023,2-s2.0-85162676299,10.1109/EDUCON54358.2023.10125117,DJI Tello
415,Bui H.-A.; Nguyen A.-T.; Nguyen T.-H.; Nguyen X.-T.,Face Recognition and Hand Gesture Control for Tello Drone Navigation,2024,2-s2.0-85193581048,10.1007/978-3-031-57460-3_45,DJI Tello
416,Mack N.A.; Adeleke M.B.; Ballou E.; Davis D.; Ingram V.; Cox K.,Breaking Stereotypes and Feeding the STEM Pipeline,2024,2-s2.0-85189367353,10.1145/3626252.3630793,DJI Tello
417,Afandi M.; Dewi T.K.; Widianingrum S.; Farizki M.A.A.; Endrasari F.; Saptaji K.; Hadisujoto I.B.S.; Djamari D.W.,Warehouse Drone Inventory Management System Using OpenCV,2024,2-s2.0-85208438406,10.1109/ISITIA63062.2024.10667792,DJI Tello
418,Mack N.A.; Adeleke M.B.; Ingram V.; Ballou E.; Briggs-Belt J.K.; Jordan A.,CodeBears: Key Insights Gained from a Summer Coding Camp Empowering Underrepresented Youth,2024,2-s2.0-85200717600,10.1109/BICE60192.2024.00021,DJI Tello
419,Kadhim E.H.; Abdulsadda A.T.,Improving the Size of the Propellers of the Parrot Mini-Drone and an Impact Study on its Flight Controller System,2023,2-s2.0-85162941413,10.31763/ijrcs.v3i2.933,Parrot Mambo
420,Sadeghzadeh-Nokhodberiz N.; Iranshahi M.; Montazeri A.,Vision-based particle filtering for quad-copter attitude estimation using multirate delayed measurements,2023,2-s2.0-85161984913,10.3389/frobt.2023.1090174,DJI Tello
421,Wang R.; Sun C.,A Gesture Recognition and Drone Control System based on Residual Neural Network,2023,2-s2.0-85170828688,10.1109/ICMA57826.2023.10215930,DJI Tello
422,Wang Y.; Han L.; Li X.; Ren Z.,Time-varying formation tracking for multi-agent systems with maneuvering leader under DDoS attacks and actuator faults,2024,2-s2.0-85177066316,10.1016/j.isatra.2023.11.016,DJI Tello
423,Wang J.; Dong K.; Gu Z.; Chen H.; Han Q.,Recognition Algorithm of Safe Obstacle Avoidance Domain for UAVs Based on Maximization Idea; [基于极大化思想的无人机安全避障域识别算法],2023,2-s2.0-85182636301,10.3969/j.issn.0258-2724.20220262,DJI Tello
424,Bhanushali A.; Parab M.; Pavan Kumar B.N.; Ingle P.,Adversarial Attack on 3D Fused Sensory Data in Drone Surveillance,2024,2-s2.0-85196663270,10.1109/InCACCT61598.2024.10551069,DJI Tello
425,Noordin A.; Basri M.A.M.; Mohamed Z.; Lazim I.M.,Position and attitude control of MAV quadrotor using super twisting sliding mode control,2023,2-s2.0-85161694014,10.1063/5.0121378,Parrot Mambo
426,Lee D.; Park H.J.; Lee D.; Lee S.; Choi J.-H.,A Novel Kalman Filter-Based Prognostics Framework for Performance Degradation of Quadcopter Motors,2024,2-s2.0-85177031804,10.1109/TIM.2023.3332389,Parrot Mambo
427,Zufar R.N.; Banjerdpongchai D.,Selection of Lightweight CNN Models with Limited Computing Resources for Drone Collision Prediction,2024,2-s2.0-85186587856,10.37936/ecti-eec.2024221.251164,DJI Tello
428,Wisse E.; Tedeschi P.; Sciancalepore S.; Di Pietro R.,A2 RID - Anonymous Direct Authentication and Remote Identification of Commercial Drones,2023,2-s2.0-85148423845,10.1109/JIOT.2023.3240477,ESPcopter
429,Yapicioglu C.; Demirci M.; Akcayol M.A.,Real Time Malicious Drone Detection Using Deep Learning on FANETs,2024,2-s2.0-85203821562,10.1109/BlackSeaCom61746.2024.10646316,DJI Tello
430,Lone A.; Zhu Q.; Nemati H.; Mercorelli P.,Dynamic Inversion-Enhanced U-Control of Quadrotor Trajectory Tracking,2024,2-s2.0-85207652960,10.3390/drones8100599,Parrot Mambo
431,Conceicao M.I.; Grilo A.; Basiri M.,Lightweight Micro Aerial Vehicles (MAVs) Application for Indoor Environment Mapping using Ultrasonic Sensors,2023,2-s2.0-85167872046,10.1109/COINS57856.2023.10189202,DJI Tello
432,Pohudina O.; Kovalevskyi M.; Naso D.; Bartolo R.,Analysis of the Architecture of Perceiving a Dynamic Environment for an Unmanned Aerial Vehicle,2023,2-s2.0-85172229413,10.1007/978-3-031-36201-9_50,Parrot Mambo
433,Fridelin Panduman Y.Y.; Funabiki N.; Sukaridhoto S.,An Idea of Drone-Based Building Crack Detection System in SEMAR IoT Server Platform,2023,2-s2.0-85179757043,10.1109/GCCE59613.2023.10315417,DJI Tello
434,Dombi J.; Hussain A.,Data-Driven Interval Type-2 Fuzzy Inference System Based on the Interval Type-2 Distending Function,2023,2-s2.0-85144057692,10.1109/TFUZZ.2022.3224793,Parrot Mambo
435,Prem Anand T.P.; Sam Sundhar S.; Sakthivel R.,3D Simulation and Testing of Formation Flying Using ESPcopter,2024,2-s2.0-85193530916,10.1109/ICICV62344.2024.00082,ESPcopter
436,Phadke A.; Medrano F.A.; Chu T.; Sekharan C.N.; Starek M.J.,Drone2Drone (D2D): A Search and Rescue Framework Module for Finding Lost UAV Swarm Agents,2023,2-s2.0-85191186353,10.1109/CSCE60160.2023.00153,DJI Tello
437,Madruga S.P.; Nascimento T.P.; Holzapfel F.; Lima A.M.N.,Estimating the Loss of Effectiveness of UAV Actuators in the Presence of Aerodynamic Effects,2023,2-s2.0-85147307766,10.1109/LRA.2023.3238184,Parrot Mambo
438,Iskandar M.; Bingi K.; Ibrahim R.; Omar M.; Arun Mozhi Devan P.,Hybrid Face and Eye Gesture Tracking Algorithm for Tello EDU RoboMaster TT Quadrotor Drone,2023,2-s2.0-85186994921,10.1109/I-PACT58649.2023.10434449,DJI Tello
439,Trad T.Y.; Choutri K.; Lagha M.; Meshoul S.; Khenfri F.; Fareh R.; Shaiba H.,Real-Time Implementation of Quadrotor UAV Control System Based on a Deep Reinforcement Learning Approach,2024,2-s2.0-85212875648,10.32604/cmc.2024.055634,Parrot Mambo
440,Divan B.N.Y.; Iorpenda M.J.; Willert V.,Getting Started with a Simple Visual-Inertial Odometry,2024,2-s2.0-85210862826,10.1109/REM63063.2024.10735689,DJI Tello
441,Maalouf A.; Gurfinkel Y.; Diker B.; Gal O.; Rus D.; Feldman D.,Deep Learning on Home Drone: Searching for the Optimal Architecture,2023,2-s2.0-85168657859,10.1109/ICRA48891.2023.10160827,DJI Tello
442,Pawlicki M.; Hulek K.; Ostrowski A.; Mozaryn J.,Implementation and analysis of Ryze Tello drone vision-based positioning using AprilTags,2023,2-s2.0-85173710238,10.1109/MMAR58394.2023.10242452,DJI Tello
443,Meza-Ibarra J.R.; Martínez-Ulloa J.; Moreno-Pacheco L.A.; Rodríguez-Cortés H.,A Sensor Fusion Approach to Observe Quadrotor Velocity,2024,2-s2.0-85195885684,10.3390/s24113605,Parrot Mambo
444,Ma B.; Pan Y.; Xu Y.; Zhang Z.; Chen C.; Li C.,ILLUMINE: Illumination UAVs deployment optimization based on consumer drone,2024,2-s2.0-85197786779,10.1016/j.adhoc.2024.103587,DJI Tello
445,Higashiuchi G.; Shimada T.; Nishikawa H.; Kong X.; Tomiyama H.,Evaluation of Self-localization Estimation in Indoor Environments Using Cameras for Small Drones,2024,2-s2.0-85203334393,,DJI Tello
446,Candan F.; Dik O.F.; Kumbasar T.; Mahfouf M.; Mihaylova L.,Real-Time Interval Type-2 Fuzzy Control of an Unmanned Aerial Vehicle with Flexible Cable-Connected Payload,2023,2-s2.0-85163653635,10.3390/a16060273,DJI Tello
447,Kirsch A.; Riechmann M.; Koenig M.,Assisted Localization of MAVs for Navigation in Indoor Environments Using Fiducial Markers,2023,2-s2.0-85174406220,10.1109/ECMR59166.2023.10256424,DJI Tello
448,Al-Shayeb I.E.; Abro G.E.M.; Khan F.S.; Boudville R.; Abdallah A.M.,Integrating AI-Driven Robust Control Algorithm with 3D Hand Gesture Recognition to Track an Underactuated Quadrotor Unmanned Aerial Vehicle (QUAV),2024,2-s2.0-85207098187,10.1109/ICCSCE61582.2024.10696555,DJI Tello
449,Suneetha G.; Arun Raj Kumar P.,A Collaborative Lightweight Malicious Drone Detection System in Sensitive Areas,2023,2-s2.0-85189626244,10.1109/ANTS59832.2023.10469110,DJI Tello
450,Sumble M.; Aziz S.; Khan M.U.; Iqtidar K.; Fernandez-Rojas R.,Aerial Vehicle Detection and Classification Through Fusion of Multi-Domain Features of Acoustic Signals,2024,2-s2.0-85199146698,10.1109/ICECT61618.2024.10581109,Parrot Mambo
451,Haluska R.; Marchevsky S.; Pleva M.; Pillar S.,Example of Fire Detection Using UAV and Cellular Networks,2023,2-s2.0-85182025396,10.1109/ICETA61311.2023.10344243,DJI Tello
452,Brassai S.T.; Nemeth A.; Hammas A.; Sagyebo I.D.,Comparation of Rotational Deep Learning based Methods,2023,2-s2.0-85166480670,10.1109/ICCC57093.2023.10178922,DJI Tello
453,Higashiuchi G.; Nishikawa H.; Kong X.; Tomiyama H.,Obstacle Avoidance using Monocular Depth Estimation for Small Drone Tello,2024,2-s2.0-85203598706,10.1109/ITC-CSCC62988.2024.10628281,DJI Tello
454,Aminzadeh A.; Khoshnood A.M.,Multi-UAV cooperative search and coverage control in post-disaster assessment: experimental implementation,2023,2-s2.0-85166655003,10.1007/s11370-023-00476-4,DJI Tello
455,Raj S.; Padhi S.; Simmhan Y.,Ocularone: Exploring Drones-based Assistive Technologies for the Visually Impaired,2023,2-s2.0-85158088451,10.1145/3544549.3585863,DJI Tello
456,Šušnjar M.; Jovanović K.,Deployment of Algorithms for Autonomous Drone Racing in a Real Environment,2024,2-s2.0-85194063103,10.1007/978-3-031-59257-7_4,DJI Tello
457,Kabir M.; Gonzalez R.G.; Pulaski T.; Wilmoth P.; Sundaravadivel P.,FPGA-based Intruder Detection Systems for Aerial Robots,2024,2-s2.0-85206196195,10.1109/ISVLSI61997.2024.00157,DJI Tello
458,Yu J.; Hua Y.; Yu J.; Dong X.; Ren Z.,Time-varying group formation tracking for UAV swarm systems with collision avoidance,2023,2-s2.0-85185576526,10.1109/YAC59482.2023.10401607,DJI Tello
459,Mahmoud Barhoush M.; Saleh Jaradat A.; Saleh N.; Saleh I.,Mobile Object Detection and Tracking Using DRONES,2023,2-s2.0-85171793743,10.1109/ICIT58056.2023.10226037,DJI Tello
460,Nachev V.,Educational Remote Platform for Programming and Control of Unmanned Aerial Vehicles,2024,2-s2.0-85215516195,10.1109/TELECOM63374.2024.10812240,DJI Tello
461,Oyama H.; Iijima R.; Mori T.,DeGhost: Unmasking Phantom Intrusions in Autonomous Recognition Systems,2024,2-s2.0-85203692848,10.1109/EuroSP60621.2024.00013,DJI Tello
462,Traeger L.; Faruque O.,Autonomous Object Detection and Landing with Parrot Rolling Spider in Matlab Simulink,2023,2-s2.0-85191197468,10.1109/CSCE60160.2023.00160,Parrot Rolling Spider
463,Garcia P.; Arribas L.; Pueyo P.; Riazuelo L.; Murillo A.C.,Exploring DJI Tello as an Affordable Drone Solution for Research and Education,2024,2-s2.0-85216032615,10.1109/ROBOT61475.2024.10796954,DJI Tello
464,Yousuf B.; Lendek Z.; Buşoniu L.,Exploration-Based Planning for Multiple-Target Search with Real-Drone Results,2024,2-s2.0-85192787393,10.3390/s24092868,Parrot Mambo
465,Delansnay G.; Wouwer A.V.,Design of a Reference Governor in a Zonotopic Framework Applied to a Quadrotor under Feedback Linearization Control Strategies,2023,2-s2.0-85168684305,10.1007/s10846-023-01947-7,Parrot Mambo
466,Berger G.S.; Junior L.B.; Pinto M.F.; Júnior A.O.; Mendes J.; da Silva Y.M.R.; Pereira A.I.; Valente A.; Lima J.,UAV-Assisted Navigation for Insect Traps in Olive Groves,2024,2-s2.0-85193254971,10.1007/978-3-031-59167-9_8,DJI Tello
467,Shaipul M.A.H.M.; Bingi K.; Ibrahim R.,Infrastructure-Based Communication Protocol Towards Multiple Quadrotor Drones' Transportation,2024,2-s2.0-85193914166,10.1109/CSPA60979.2024.10525474,DJI Tello
468,Lai C.; Song H.; Madrigal A.; Youssef M.; Lieng B.; Hamida M.; Tran Q.; Ngo P.; Chang B.; Dobbs S.; Yu Z.,Demonstration of wireless synchronisation methods in autonomously controlled fleet of drones,2024,2-s2.0-85184854782,10.1504/IJMNDI.2024.136443,DJI Tello
469,Ștefan O.; Codrean A.,Networked Control of a Small Drone Resilient to Cyber Attacks,2024,2-s2.0-85207657008,10.3390/drones8100552,Parrot Mambo
470,Mu L.; Li Q.; Wang B.; Zhang Y.; Feng N.; Xue X.; Sun W.,A Vision-Based Autonomous Landing Guidance Strategy for a Micro-UAV by the Modified Camera View,2023,2-s2.0-85163883170,10.3390/drones7060400,DJI Tello
471,Raj S.; Simmhan Y.,Towards a Mobile App Platform for Personalized UAV Fleets using Edge and Cloud,2023,2-s2.0-85166735047,10.1109/CCGridW59191.2023.00075,DJI Tello
472,Mohd T.K.; Tesfa E.M.,Exploring Technical Capabilities of Unmanned Aerial Vehicles,2023,2-s2.0-85156249090,10.1109/CCWC57344.2023.10099360,DJI Tello
473,Noordin A.; Mohd Basri M.A.; Mohamed Z.,Adaptive PID Control via Sliding Mode for Position Tracking of Quadrotor MAV: Simulation and Real-Time Experiment Evaluation,2023,2-s2.0-85164032304,10.3390/aerospace10060512,Parrot Mambo
474,de Zarzà I.; de Curtò J.; Calafate C.T.,Socratic Video Understanding on Unmanned Aerial Vehicles,2023,2-s2.0-85182839592,10.1016/j.procs.2023.09.101,DJI Tello
475,Lu P.-S.; Ko L.-W.,A Brain-Computer Interface Drone Control System Based on Human Cognitive Assessment,2024,2-s2.0-85202442405,10.1109/ICSSE61472.2024.10608858,DJI Tello
476,Codrean A.; Kovács A.; Stefan O.; Lendek Z.,Networked control of a Parrot Mambo drone,2024,2-s2.0-85199592946,10.1109/ISIE54533.2024.10595831,Parrot Mambo
